met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid
hexccoa[x],Hexacosanoyl-CoA (n-C26:0CoA),2,,HMDB06459,FALSE,[x],hexccoa,hexccoa.x.
f1p[c],D-Fructose 1-phosphate,2,C01094,HMDB01076,FALSE,[c],f1p,f1p.c.
xu1p_D[c],D-Xylulose 1-phosphate,2,,HMDB06534,FALSE,[c],xu1p_D,xu1p_D.c.
tag1p_D[c],D-Tagatose 1-phosphate,2,,HMDB06328,FALSE,[c],tag1p_D,tag1p_D.c.
f26bp[c],"beta-D-fructofuranose 2,6-bisphosphate(4-)",2,C00665,HMDB01047,FALSE,[c],f26bp,f26bp.c.
fe2[m],Fe2+,2,C14818,HMDB00692,FALSE,[m],fe2,fe2.m.
ppp9[m],Protoporphyrin,2,C02191,HMDB00241,FALSE,[m],ppp9,ppp9.m.
pheme[m],Protoheme,2,C00032,HMDB03178,FALSE,[m],pheme,pheme.m.
formcoa[c],formyl-CoA(4-),2,C00798,HMDB03419,FALSE,[c],formcoa,formcoa.c.
for[m],Formate,2,C00058,HMDB00142,FALSE,[m],for,for.m.
5dhf[m],pentaglutamyl folate (DHF),2,,HMDB06487,FALSE,[m],5dhf,X5dhf.m.
5forthf[c],5-Formiminotetrahydrofolate,2,C00664,HMDB01534,FALSE,[c],5forthf,X5forthf.c.
fuc13galacglcgal14acglcgalgluside_hs[c],III3Fuc-nLc6Cer,2,,,FALSE,[c],fuc13galacglcgal14acglcgalgluside_hs,fuc13galacglcgal14acglcgalgluside_hs.c.
fuc13galacglcgal14acglcgalgluside_hs[g],III3Fuc-nLc6Cer,2,,,FALSE,[g],fuc13galacglcgal14acglcgalgluside_hs,fuc13galacglcgal14acglcgalgluside_hs.g.
fuc14galacglcgalgluside_hs[c],Lea glycolipid,2,,,FALSE,[c],fuc14galacglcgalgluside_hs,fuc14galacglcgalgluside_hs.c.
fuc14galacglcgalgluside_hs[g],Lea glycolipid,2,,,FALSE,[g],fuc14galacglcgalgluside_hs,fuc14galacglcgalgluside_hs.g.
fucacgalfucgalacglcgalgluside_hs[c],(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,2,,,FALSE,[c],fucacgalfucgalacglcgalgluside_hs,fucacgalfucgalacglcgalgluside_hs.c.
fucacgalfucgalacglcgalgluside_hs[g],(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,2,,,FALSE,[g],fucacgalfucgalacglcgalgluside_hs,fucacgalfucgalacglcgalgluside_hs.g.
fucacngal14acglcgalgluside_hs[c],"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",2,,,FALSE,[c],fucacngal14acglcgalgluside_hs,fucacngal14acglcgalgluside_hs.c.
fucacngal14acglcgalgluside_hs[g],"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",2,,,FALSE,[g],fucacngal14acglcgalgluside_hs,fucacngal14acglcgalgluside_hs.g.
fucacngalacglcgalgluside_hs[c],"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",2,,,FALSE,[c],fucacngalacglcgalgluside_hs,fucacngalacglcgalgluside_hs.c.
fucacngalacglcgalgluside_hs[g],"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",2,,,FALSE,[g],fucacngalacglcgalgluside_hs,fucacngalacglcgalgluside_hs.g.
ksi[l],keratan sulfate I,2,,,FALSE,[l],ksi,ksi.l.
ksi_deg1[l],"keratan sulfate I, degradation product 1",2,,,FALSE,[l],ksi_deg1,ksi_deg1.l.
s2l2fn2m2masn[l],PA6,2,,,FALSE,[l],s2l2fn2m2masn,s2l2fn2m2masn.l.
fucfuc12gal14acglcgalgluside_hs[c],Ley glycolipid,2,,,FALSE,[c],fucfuc12gal14acglcgalgluside_hs,fucfuc12gal14acglcgalgluside_hs.c.
fucfuc12gal14acglcgalgluside_hs[g],Ley glycolipid,2,,,FALSE,[g],fucfuc12gal14acglcgalgluside_hs,fucfuc12gal14acglcgalgluside_hs.g.
fucfuc132galacglcgal14acglcgalgluside_hs[c],"V3Fuc,III3Fuc-nLc6Cer",2,,,FALSE,[c],fucfuc132galacglcgal14acglcgalgluside_hs,fucfuc132galacglcgal14acglcgalgluside_hs.c.
fucfuc132galacglcgal14acglcgalgluside_hs[g],"V3Fuc,III3Fuc-nLc6Cer",2,,,FALSE,[g],fucfuc132galacglcgal14acglcgalgluside_hs,fucfuc132galacglcgal14acglcgalgluside_hs.g.
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,2,,,FALSE,[c],fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs.c.
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,2,,,FALSE,[g],fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs.g.
fucfucfucgalacglcgal14acglcgalgluside_hs[c],(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,2,,,FALSE,[c],fucfucfucgalacglcgal14acglcgalgluside_hs,fucfucfucgalacglcgal14acglcgalgluside_hs.c.
fucfucfucgalacglcgal14acglcgalgluside_hs[g],(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,2,,,FALSE,[g],fucfucfucgalacglcgal14acglcgalgluside_hs,fucfucfucgalacglcgal14acglcgalgluside_hs.g.
fucfucgalacglcgalgluside_hs[c],Leb glycolipid,2,,,FALSE,[c],fucfucgalacglcgalgluside_hs,fucfucgalacglcgalgluside_hs.c.
fucfucgalacglcgalgluside_hs[g],Leb glycolipid,2,,,FALSE,[g],fucfucgalacglcgalgluside_hs,fucfucgalacglcgalgluside_hs.g.
fucgal14acglcgalgluside_hs[c],Lacto-N-fucopentaosyl III ceramide,2,,,FALSE,[c],fucgal14acglcgalgluside_hs,fucgal14acglcgalgluside_hs.c.
fucgal14acglcgalgluside_hs[g],Lacto-N-fucopentaosyl III ceramide,2,,,FALSE,[g],fucgal14acglcgalgluside_hs,fucgal14acglcgalgluside_hs.g.
fucgalfucgalacglcgalgluside_hs[c],(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,2,,,FALSE,[c],fucgalfucgalacglcgalgluside_hs,fucgalfucgalacglcgalgluside_hs.c.
fucgalfucgalacglcgalgluside_hs[g],(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,2,,,FALSE,[g],fucgalfucgalacglcgalgluside_hs,fucgalfucgalacglcgalgluside_hs.g.
fucgalgbside_hs[c],fucosyl galactosylgloboside,2,,,FALSE,[c],fucgalgbside_hs,fucgalgbside_hs.c.
fucgalgbside_hs[g],fucosyl galactosylgloboside,2,,,FALSE,[g],fucgalgbside_hs,fucgalgbside_hs.g.
4fumacac[c],4-fumarylacetoacetate(2-),2,C01061,HMDB01268,FALSE,[c],4fumacac,X4fumacac.c.
acngalacglcgalgluside_hs[g],(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1,2,,,FALSE,[g],acngalacglcgalgluside_hs,acngalacglcgalgluside_hs.g.
fucgalacglc13galacglcgal14acglcgalgluside_hs[g],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1,2,,,FALSE,[g],fucgalacglc13galacglcgal14acglcgalgluside_hs,fucgalacglc13galacglcgal14acglcgalgluside_hs.g.
fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,2,,,FALSE,[g],fucfucgalacglc13galacglcgal14acglcgalgluside_hs,fucfucgalacglc13galacglcgal14acglcgalgluside_hs.g.
fucfucgalacglcgal14acglcgalgluside_hs[g],(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1,2,,,FALSE,[g],fucfucgalacglcgal14acglcgalgluside_hs,fucfucgalacglcgal14acglcgalgluside_hs.g.
fuc132galacglcgal14acglcgalgluside_hs[g],V3Fuc-nLc6Cer,2,,,FALSE,[g],fuc132galacglcgal14acglcgalgluside_hs,fuc132galacglcgal14acglcgalgluside_hs.g.
m2mpdol_L[c],"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",2,,,FALSE,[c],m2mpdol_L,m2mpdol_L.c.
m3mpdol_L[c],"(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog",2,,,FALSE,[c],m3mpdol_L,m3mpdol_L.c.
m2mpdol_U[c],"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",2,,,FALSE,[c],m2mpdol_U,m2mpdol_U.c.
m3mpdol_U[c],"(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog",2,,,FALSE,[c],m3mpdol_U,m3mpdol_U.c.
m4mpdol_L[c],"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",2,,,FALSE,[c],m4mpdol_L,m4mpdol_L.c.
m4mpdol_U[c],"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",2,,,FALSE,[c],m4mpdol_U,m4mpdol_U.c.
m1mpdol_L[c],"alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog",2,,,FALSE,[c],m1mpdol_L,m1mpdol_L.c.
m1mpdol_U[c],"alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog",2,,,FALSE,[c],m1mpdol_U,m1mpdol_U.c.
ksi_pre14[g],"keratan sulfate I biosynthesis, precursor 14",2,,,FALSE,[g],ksi_pre14,ksi_pre14.g.
ksi_pre17[g],"keratan sulfate I biosynthesis, precursor 17",2,,,FALSE,[g],ksi_pre17,ksi_pre17.g.
ksi_pre20[g],"keratan sulfate I biosynthesis, precursor 20",2,,,FALSE,[g],ksi_pre20,ksi_pre20.g.
ksi_pre23[g],"keratan sulfate I biosynthesis, precursor 23",2,,,FALSE,[g],ksi_pre23,ksi_pre23.g.
ksi_pre26[g],"keratan sulfate I biosynthesis, precursor 26",2,,,FALSE,[g],ksi_pre26,ksi_pre26.g.
ksi_pre29[g],"keratan sulfate I biosynthesis, precursor 29",2,,,FALSE,[g],ksi_pre29,ksi_pre29.g.
ksi_pre32[g],"keratan sulfate I biosynthesis, precursor 32",2,,,FALSE,[g],ksi_pre32,ksi_pre32.g.
ksi_pre35[g],"keratan sulfate I biosynthesis, precursor 35",2,,,FALSE,[g],ksi_pre35,ksi_pre35.g.
ksi_pre36[g],"keratan sulfate I biosynthesis, precursor 36",2,,,FALSE,[g],ksi_pre36,ksi_pre36.g.
ksii_core4_pre1[g],"keratan sulfate II biosynthesis, precursor 1",2,,,FALSE,[g],ksii_core4_pre1,ksii_core4_pre1.g.
ksii_core4_pre6[g],"keratan sulfate II biosynthesis, precursor 6",2,,,FALSE,[g],ksii_core4_pre6,ksii_core4_pre6.g.
ksii_core4_pre9[g],"keratan sulfate II biosynthesis, precursor 9",2,,,FALSE,[g],ksii_core4_pre9,ksii_core4_pre9.g.
ksii_core4_pre10[g],"keratan sulfate II biosynthesis, precursor 10",2,,,FALSE,[g],ksii_core4_pre10,ksii_core4_pre10.g.
ksii_core2_pre1[g],"keratan sulfate II biosynthesis, precursor 1",2,,,FALSE,[g],ksii_core2_pre1,ksii_core2_pre1.g.
ksii_core2_pre6[g],"keratan sulfate II biosynthesis, precursor 6",2,,,FALSE,[g],ksii_core2_pre6,ksii_core2_pre6.g.
ksii_core2_pre9[g],"keratan sulfate II biosynthesis, precursor 9",2,,,FALSE,[g],ksii_core2_pre9,ksii_core2_pre9.g.
ksii_core2_pre10[g],"keratan sulfate II biosynthesis, precursor 10",2,,,FALSE,[g],ksii_core2_pre10,ksii_core2_pre10.g.
ksi_pre5[g],"keratan sulfate I biosynthesis, precursor 5",2,,,FALSE,[g],ksi_pre5,ksi_pre5.g.
ksi_pre8[g],"keratan sulfate I biosynthesis, precursor 8",2,,,FALSE,[g],ksi_pre8,ksi_pre8.g.
ksi_pre11[g],"keratan sulfate I biosynthesis, precursor 11",2,,,FALSE,[g],ksi_pre11,ksi_pre11.g.
dtdpglu[c],dTDP-glucose(2-),2,C00842,HMDB01328,FALSE,[c],dtdpglu,dtdpglu.c.
glu5sa[c],L-Glutamate 5-semialdehyde,2,C01165,HMDB02104,FALSE,[c],glu5sa,glu5sa.c.
glu5p[m],L-Glutamate 5-phosphate,2,C03287,HMDB01228,FALSE,[m],glu5p,glu5p.m.
gudac[c],guanidinoacetic acid,2,C00581,HMDB00128,FALSE,[c],gudac,gudac.c.
gacpail_hs[c],glucosaminyl-acylphosphatidylinositol,2,,,FALSE,[c],gacpail_hs,gacpail_hs.c.
sgalside_hs[g],sulfatide galactocerebroside,2,,,FALSE,[g],sgalside_hs,sgalside_hs.g.
galacglcgalgbside_hs[c],Gal-GlcNAc-Gal globoside,2,,,FALSE,[c],galacglcgalgbside_hs,galacglcgalgbside_hs.c.
ksi_deg39[l],"keratan sulfate I, degradation product 39",2,,,FALSE,[l],ksi_deg39,ksi_deg39.l.
ksi_deg40[l],"keratan sulfate I, degradation product 40",2,,,FALSE,[l],ksi_deg40,ksi_deg40.l.
ksi_deg41[l],"keratan sulfate I, degradation product 41",2,,,FALSE,[l],ksi_deg41,ksi_deg41.l.
ksii_core2_deg2[l],"keratan sulfate II (core 2-linked), degradation product 2",2,,,FALSE,[l],ksii_core2_deg2,ksii_core2_deg2.l.
ksii_core2_deg9[l],"keratan sulfate II (core 2-linked), degradation product 9",2,,,FALSE,[l],ksii_core2_deg9,ksii_core2_deg9.l.
core6[l],Core 6,2,,,FALSE,[l],core6,core6.l.
l2n2m2mn[l],"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",2,,,FALSE,[l],l2n2m2mn,l2n2m2mn.l.
ksii_core4_deg2[l],"keratan sulfate II (core 4-linked), degradation product 2",2,,,FALSE,[l],ksii_core4_deg2,ksii_core4_deg2.l.
ksi_deg5[l],"keratan sulfate I, degradation product 5",2,,,FALSE,[l],ksi_deg5,ksi_deg5.l.
galfuc12gal14acglcgalgluside_hs[c],(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,2,,,FALSE,[c],galfuc12gal14acglcgalgluside_hs,galfuc12gal14acglcgalgluside_hs.c.
galfucgalacglcgal14acglcgalgluside_hs[c],(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,2,,,FALSE,[c],galfucgalacglcgal14acglcgalgluside_hs,galfucgalacglcgal14acglcgalgluside_hs.c.
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c],(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,2,,,FALSE,[c],galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs.c.
galgalgalthcrm_hs[c],Gal-Gal-Gal-Gal-Gal-Glc-Cer,2,,,FALSE,[c],galgalgalthcrm_hs,galgalgalthcrm_hs.c.
galgluside_hs[l],galactosyl glucosyl ceramide,2,,,FALSE,[l],galgluside_hs,galgluside_hs.l.
cs_a_b_pre2[g],"chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2",2,,,FALSE,[g],cs_a_b_pre2,cs_a_b_pre2.g.
cs_c_pre2[g],"chondroitin sulfate C (GalNAc6S-GlcA), precursor 2",2,,,FALSE,[g],cs_c_pre2,cs_c_pre2.g.
cs_c_pre3[g],"chondroitin sulfate C (GalNAc6S-GlcA), precursor 3",2,,,FALSE,[g],cs_c_pre3,cs_c_pre3.g.
cs_d_pre3[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3",2,,,FALSE,[g],cs_d_pre3,cs_d_pre3.g.
cs_d_pre4[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4",2,,,FALSE,[g],cs_d_pre4,cs_d_pre4.g.
cs_e_pre3[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3",2,,,FALSE,[g],cs_e_pre3,cs_e_pre3.g.
Ser_Thr[g],protein-linked serine or threonine residue (O-glycosylation site),2,,,FALSE,[g],Ser_Thr,Ser_Thr.g.
lxser[g],Gal-Xyl-L-Ser (protein),2,C01287,,FALSE,[g],lxser,lxser.g.
l2xser[g],(Gal)2-Xyl-L-Ser (protein),2,C04825,,FALSE,[g],l2xser,l2xser.g.
xser[g],Xyl-L-Ser (protein),2,C03424,,FALSE,[g],xser,xser.g.
oagd3_hs[g],9-O-Acetylated GD3,2,,,FALSE,[g],oagd3_hs,oagd3_hs.g.
oagt3_hs[g],9-O-Acetylated GT3,2,,,FALSE,[g],oagt3_hs,oagt3_hs.g.
gar[c],N1-(5-Phospho-D-ribosyl)glycinamide,2,C03838,HMDB02022,FALSE,[c],gar,gar.c.
fgam[c],N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,2,C04376,HMDB01308,FALSE,[c],fgam,fgam.c.
n2m2nmasn[l],"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",2,C04946,,FALSE,[l],n2m2nmasn,n2m2nmasn.l.
gluside_hs[l],D-glucosyl-N-acylsphingosine,2,,,FALSE,[l],gluside_hs,gluside_hs.l.
gbside_hs[c],globoside,2,,,FALSE,[c],gbside_hs,gbside_hs.c.
gcald[m],glycolaldehyde,2,C00266,HMDB03344,FALSE,[m],gcald,gcald.m.
glyclt[m],glycolate,2,C00160,HMDB00115,FALSE,[m],glyclt,glyclt.m.
alpam[m],S-aminomethyldihydrolipoamide,2,,HMDB06239,FALSE,[m],alpam,alpam.m.
lpro[m],Lipoylprotein,2,,,FALSE,[m],lpro,lpro.m.
alpro[m],S-Aminomethyldihydrolipoylprotein,2,,,FALSE,[m],alpro,alpro.m.
dhlpro[m],Dihydrolipolprotein,2,,,FALSE,[m],dhlpro,dhlpro.m.
gd1b2_hs[c],GD1beta,2,,,FALSE,[c],gd1b2_hs,gd1b2_hs.c.
gd1b2_hs[g],GD1beta,2,,,FALSE,[g],gd1b2_hs,gd1b2_hs.g.
gd1c_hs[c],GD1c,2,,,FALSE,[c],gd1c_hs,gd1c_hs.c.
gd1c_hs[g],GD1c,2,,,FALSE,[g],gd1c_hs,gd1c_hs.g.
thf[l],"5,6,7,8-Tetrahydrofolate",2,C00101,HMDB01846,FALSE,[l],thf,thf.l.
Tyr_ggn[c],Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),2,,,FALSE,[c],Tyr_ggn,Tyr_ggn.c.
leuktrC4[r],leukotriene C4(2-),2,C02166,HMDB01198,FALSE,[r],leuktrC4,leuktrC4.r.
glu_L[r],L-glutamate(1-),2,C00025,HMDB00148,FALSE,[r],glu_L,glu_L.r.
leuktrD4[r],Leukotriene D4,2,C05951,HMDB03080,FALSE,[r],leuktrD4,leuktrD4.r.
3htmelys[c],"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",2,C01259,HMDB01422,FALSE,[c],3htmelys,X3htmelys.c.
4tmeabut[c],4-trimethylammoniobutanal,2,C01149,HMDB01345,FALSE,[c],4tmeabut,X4tmeabut.c.
gmp[m],GMP,2,C00144,HMDB01397,FALSE,[m],gmp,gmp.m.
glac[r],"D-glucurono-6,3-lactone",2,C02670,HMDB06355,FALSE,[r],glac,glac.r.
glygn1[c],"glycogen, structure 1 (glycogenin-11[1,4-Glc])",2,,,FALSE,[c],glygn1,glygn1.c.
glygn2[c],"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",2,,,FALSE,[c],glygn2,glygn2.c.
hs_deg9[l],"heparan sulfate, degradation product 9",2,,,FALSE,[l],hs_deg9,hs_deg9.l.
hs_deg10[l],"heparan sulfate, degradation product 10",2,,,FALSE,[l],hs_deg10,hs_deg10.l.
cs_d_deg3[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3",2,,,FALSE,[l],cs_d_deg3,cs_d_deg3.l.
ha[l],hyaluronan,2,,,FALSE,[l],ha,ha.l.
ha_deg1[l],hyaluronan degradation product 1,2,,,FALSE,[l],ha_deg1,ha_deg1.l.
ha_pre1[l],"hyaluronan biosynthesis, precursor 1",2,C04794,,FALSE,[l],ha_pre1,ha_pre1.l.
cs_b_pre4[g],"chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4",2,,,FALSE,[g],cs_b_pre4,cs_b_pre4.g.
hs_pre10[g],(GlcN2S-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre10,hs_pre10.g.
hs_pre11[g],(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre11,hs_pre11.g.
cs_d_pre2[g],chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2,2,,,FALSE,[g],cs_d_pre2,cs_d_pre2.g.
hs_pre1[g],"heparan sulfate, precursor 1",2,,,FALSE,[g],hs_pre1,hs_pre1.g.
hs_pre2[g],"heparan sulfate, precursor 2",2,,,FALSE,[g],hs_pre2,hs_pre2.g.
hs_pre3[g],GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre3,hs_pre3.g.
hs_pre4[g],GlcA-GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre4,hs_pre4.g.
hs_pre5[g],(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre5,hs_pre5.g.
hs_pre6[g],GlcA-(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre6,hs_pre6.g.
hs_pre7[g],(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre7,hs_pre7.g.
hs_pre8[g],GlcA-(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre8,hs_pre8.g.
hs_deg3[l],"heparan sulfate, degradation product 3",2,,,FALSE,[l],hs_deg3,hs_deg3.l.
hs_deg4[l],"heparan sulfate, degradation product 4",2,,,FALSE,[l],hs_deg4,hs_deg4.l.
hs_deg8[l],"heparan sulfate, degradation product 8",2,,,FALSE,[l],hs_deg8,hs_deg8.l.
hs_deg14[l],"heparan sulfate, degradation product 14",2,,,FALSE,[l],hs_deg14,hs_deg14.l.
hs_deg15[l],"heparan sulfate, degradation product 15",2,,,FALSE,[l],hs_deg15,hs_deg15.l.
hs_deg20[l],"heparan sulfate, degradation product 20",2,,,FALSE,[l],hs_deg20,hs_deg20.l.
hs_deg21[l],"IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,,,FALSE,[l],hs_deg21,hs_deg21.l.
hs_deg24[l],GlcNAc-GlcA-(Gal)2-Xyl,2,,,FALSE,[l],hs_deg24,hs_deg24.l.
hs_deg25[l],"GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,,,FALSE,[l],hs_deg25,hs_deg25.l.
hs_pre9[g],(GlcNAc-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre9,hs_pre9.g.
naglc2p_L[c],"N-Acetyl-D-glucosaminyldiphosphodolichol, human liver homolog",2,,,FALSE,[c],naglc2p_L,naglc2p_L.c.
naglc2p_U[c],"N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog",2,,,FALSE,[c],naglc2p_U,naglc2p_U.c.
glc_D[g],D-glucose,2,C00031,HMDB00122,FALSE,[g],glc_D,glc_D.g.
gullac[r],"L-gulono-1,4-lactone",2,C01040,HMDB03466,FALSE,[r],gullac,gullac.r.
gullac[c],"L-gulono-1,4-lactone",2,C01040,HMDB03466,FALSE,[c],gullac,gullac.c.
forglu[c],N-Formimidoyl-L-glutamate,2,C00439,HMDB00854,FALSE,[c],forglu,forglu.c.
pram[c],5-Phospho-beta-D-ribosylamine,2,C03090,HMDB01128,FALSE,[c],pram,pram.c.
oxa[x],oxalate(2-),2,C00209,HMDB02329,FALSE,[x],oxa,oxa.x.
glyclt[x],glycolate,2,C00160,HMDB00115,FALSE,[x],glyclt,glyclt.x.
glyc_S[c],(S)-Glycerate,2,,HMDB06372,FALSE,[c],glyc_S,glyc_S.c.
gmp[n],GMP,2,C00144,HMDB01397,FALSE,[n],gmp,gmp.n.
6pgc[r],6-Phospho-D-gluconate,2,C00345,HMDB01316,FALSE,[r],6pgc,X6pgc.r.
gp1calpha_hs[c],GP1c alpha,2,,,FALSE,[c],gp1calpha_hs,gp1calpha_hs.c.
gp1calpha_hs[g],GP1c alpha,2,,,FALSE,[g],gp1calpha_hs,gp1calpha_hs.g.
gp1c_hs[c],GP1c,2,,,FALSE,[c],gp1c_hs,gp1c_hs.c.
gp1c_hs[g],GP1c,2,,,FALSE,[g],gp1c_hs,gp1c_hs.g.
g3pc[c],sn-Glycero-3-phosphocholine,2,C00670,HMDB00086,FALSE,[c],g3pc,g3pc.c.
em2emgacpail_prot_hs[r],"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",2,,,FALSE,[r],em2emgacpail_prot_hs,em2emgacpail_prot_hs.r.
gpi_prot_hs[r],"{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI",2,,,FALSE,[r],gpi_prot_hs,gpi_prot_hs.r.
gq1balpha_hs[c],GQ1balpha,2,,,FALSE,[c],gq1balpha_hs,gq1balpha_hs.c.
gq1b_hs[c],GQ1b,2,,,FALSE,[c],gq1b_hs,gq1b_hs.c.
gq1b_hs[g],GQ1b,2,,,FALSE,[g],gq1b_hs,gq1b_hs.g.
gsn[m],Guanosine,2,C00387,HMDB00133,FALSE,[m],gsn,gsn.m.
gsn[l],Guanosine,2,C00387,HMDB00133,FALSE,[l],gsn,gsn.l.
gt1a_hs[c],GT1a,2,,,FALSE,[c],gt1a_hs,gt1a_hs.c.
gt1a_hs[g],GT1a,2,,,FALSE,[g],gt1a_hs,gt1a_hs.g.
glcur1p[c],D-Glucuronate 1-phosphate,2,C05385,HMDB03976,FALSE,[c],glcur1p,glcur1p.c.
emem2gacpail_hs[r],"(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')",2,,,FALSE,[r],emem2gacpail_hs,emem2gacpail_hs.r.
hcoumarin[c],umbelliferone,2,C09315,,FALSE,[c],hcoumarin,hcoumarin.c.
hestratriol[c],"4,17 dihydroxy estradiol",2,C14209,HMDB05896,FALSE,[c],hestratriol,hestratriol.c.
hestratriol[r],"4,17 dihydroxy estradiol",2,C14209,HMDB05896,FALSE,[r],hestratriol,hestratriol.r.
hexccrn[c],hexacosanoyl carnitine,2,,HMDB06347,FALSE,[c],hexccrn,hexccrn.c.
