met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid
pmtcoa[x],Palmitoyl-CoA (n-C16:0CoA),9,C00154,HMDB01338,FALSE,[x],pmtcoa,pmtcoa.x.
itp[c],ITP(3-),9,C00081,HMDB00189,FALSE,[c],itp,itp.c.
gdp[m],GDP,9,C00035,HMDB01201,FALSE,[m],gdp,gdp.m.
g1p[c],D-Glucose 1-phosphate,9,C00103,HMDB01586,FALSE,[c],g1p,g1p.c.
leuktrA4[c],leukotriene A4(1-),9,C00909,HMDB01337,FALSE,[c],leuktrA4,leuktrA4.c.
arachdcoa[c],arachidonoyl-CoA(4-),9,C02249,HMDB06523,FALSE,[c],arachdcoa,arachdcoa.c.
bildglcur[e],bis(beta-glucosyluronate)bilirubin,9,C05787,HMDB03325,FALSE,[e],bildglcur,bildglcur.e.
glc_D[r],D-glucose,9,C00031,HMDB00122,FALSE,[r],glc_D,glc_D.r.
crm_hs[c],N-acylsphingosine,9,,,FALSE,[c],crm_hs,crm_hs.c.
chsterol[l],cholesterol,9,C00187,HMDB00067,FALSE,[l],chsterol,chsterol.l.
co2[x],carbon dioxide,9,C00011,HMDB01967,FALSE,[x],co2,co2.x.
dcmp[n],dCMP,9,C00239,HMDB01202,FALSE,[n],dcmp,dcmp.n.
datp[n],dATP,9,C00131,HMDB01532,FALSE,[n],datp,datp.n.
dump[c],dUMP,9,C00365,HMDB01409,FALSE,[c],dump,dump.c.
dctp[m],dCTP,9,C00458,HMDB00998,FALSE,[m],dctp,dctp.m.
g3p[c],Glyceraldehyde 3-phosphate,9,C00661,HMDB01112,FALSE,[c],g3p,g3p.c.
estrone[r],estrone,9,C00468,HMDB00145,FALSE,[r],estrone,estrone.r.
Rtotal2[e],R total 2 position,9,,,FALSE,[e],Rtotal2,Rtotal2.e.
tdchola[e],taurochenodeoxycholate,9,C05465,HMDB00951,FALSE,[e],tdchola,tdchola.e.
ocdcea[c],octadecenoate (n-C18:1),9,C00712,HMDB00207,FALSE,[c],ocdcea,ocdcea.c.
thf[m],"5,6,7,8-Tetrahydrofolate",9,C00101,HMDB01846,FALSE,[m],thf,thf.m.
fum[m],Fumarate,9,C00122,HMDB00134,FALSE,[m],fum,fum.m.
lpam[m],lipoamide,9,C00248,HMDB00962,FALSE,[m],lpam,lpam.m.
dhlam[m],dihydrolipoamide,9,C00579,HMDB00985,FALSE,[m],dhlam,dhlam.m.
glyc[c],Glycerol,9,C00116,HMDB00131,FALSE,[c],glyc,glyc.c.
hdca[r],Hexadecanoate (n-C16:0),9,C00249,HMDB00220,FALSE,[r],hdca,hdca.r.
hista[c],histamium,9,C00388,HMDB00870,FALSE,[c],hista,hista.c.
triodthy[c],"3,3',5-triiodo-L-thyronine",9,C02465,HMDB00265,FALSE,[c],triodthy,triodthy.c.
malACP[c],Malonyl-[acyl-carrier protein],9,,,FALSE,[c],malACP,malACP.c.
pro_L[m],L-proline,9,C00148,HMDB00162,FALSE,[m],pro_L,pro_L.m.
ps_hs[c],phosphatidylserine,9,,,FALSE,[c],ps_hs,ps_hs.c.
tdchola[c],taurochenodeoxycholate,9,C05465,HMDB00951,FALSE,[c],tdchola,tdchola.c.
C01041[c],monodehydroascorbate(1-),9,,,FALSE,[c],C01041,C01041.c.
10fthf[c],10-Formyltetrahydrofolate,8,C00234,HMDB00972,FALSE,[c],10fthf,X10fthf.c.
25hvitd3[c],calcidiol,8,C01561,HMDB03550,FALSE,[c],25hvitd3,X25hvitd3.c.
2obut[c],2-Oxobutanoate,8,C00109,HMDB00005,FALSE,[c],2obut,X2obut.c.
34dhphe[c],L-dopa,8,C00355,HMDB00181,FALSE,[c],34dhphe,X34dhphe.c.
asp_L[m],L-aspartate(1-),8,C00049,HMDB00191,FALSE,[m],asp_L,asp_L.m.
5mthf[c],5-Methyltetrahydrofolate,8,C00440,HMDB01396,FALSE,[c],5mthf,X5mthf.c.
hco3[m],Bicarbonate,8,C00288,HMDB00595,FALSE,[m],hco3,hco3.m.
idp[c],IDP(3-),8,C00104,HMDB03335,FALSE,[c],idp,idp.c.
ach[e],acetylcholine,8,C01996,HMDB00895,FALSE,[e],ach,ach.e.
ach[c],acetylcholine,8,C01996,HMDB00895,FALSE,[c],ach,ach.c.
ac[m],acetate,8,C00033,HMDB00042,FALSE,[m],ac,ac.m.
prpp[c],5-Phospho-alpha-D-ribose 1-diphosphate,8,C00119,HMDB00280,FALSE,[c],prpp,prpp.c.
Rtotal2coa[c],R total 2 coenzyme A,8,,,FALSE,[c],Rtotal2coa,Rtotal2coa.c.
ala_L[m],L-alanine,8,C00041,HMDB00161,FALSE,[m],ala_L,ala_L.m.
gly[x],Glycine,8,C00037,HMDB00123,FALSE,[x],gly,gly.x.
succoa[m],Succinyl-CoA,8,C00091,HMDB01022,FALSE,[m],succoa,succoa.m.
ahcys[m],S-Adenosyl-L-homocysteine,8,C00021,HMDB00939,FALSE,[m],ahcys,ahcys.m.
amet[m],S-Adenosyl-L-methionine,8,C00019,HMDB01185,FALSE,[m],amet,amet.m.
arachcoa[c],arachidyl coenzyme A,8,C02041,HMDB04258,FALSE,[c],arachcoa,arachcoa.c.
arachd[e],arachidonate,8,C00219,HMDB01043,FALSE,[e],arachd,arachd.e.
Rtotal[c],R total,8,,,FALSE,[c],Rtotal,Rtotal.c.
dlnlcgcoa[c],dihomo-gamma-linolenyl coenzyme A,8,C03595,,FALSE,[c],dlnlcgcoa,dlnlcgcoa.c.
R4coa_hs[c],R group 4 Coenzyme A,8,,,FALSE,[c],R4coa_hs,R4coa_hs.c.
R5coa_hs[c],R group 5 Coenzyme A,8,,,FALSE,[c],R5coa_hs,R5coa_hs.c.
bildglcur[c],bis(beta-glucosyluronate)bilirubin,8,C05787,HMDB03325,FALSE,[c],bildglcur,bildglcur.c.
bilglcur[e],mono(glucosyluronic acid)bilirubin(2-),8,,,FALSE,[e],bilglcur,bilglcur.e.
bilglcur[c],mono(glucosyluronic acid)bilirubin(2-),8,,,FALSE,[c],bilglcur,bilglcur.c.
bilirub[e],bilirubin(2-),8,C00486,HMDB00054,FALSE,[e],bilirub,bilirub.e.
cholate[e],Cholate,8,C00695,HMDB00619,FALSE,[e],cholate,cholate.e.
Tn_antigen[g],Tn antigen,8,C04383,,FALSE,[g],Tn_antigen,Tn_antigen.g.
Lcystin[c],L-cystine,8,C00491,HMDB00192,FALSE,[c],Lcystin,Lcystin.c.
cmp[n],CMP,8,C00055,HMDB00095,FALSE,[n],cmp,cmp.n.
duri[c],Deoxyuridine,8,C00526,HMDB00012,FALSE,[c],duri,duri.c.
fadh2[r],Flavin adenine dinucleotide reduced,8,C01352,HMDB01197,FALSE,[r],fadh2,fadh2.r.
fad[r],Flavin adenine dinucleotide oxidized,8,C00016,HMDB01248,FALSE,[r],fad,fad.r.
dheas[c],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),8,C04555,HMDB01032,FALSE,[c],dheas,dheas.c.
dhf[c],"7,8-Dihydrofolate",8,C00415,HMDB01056,FALSE,[c],dhf,dhf.c.
dopa[e],dopaminium(1+),8,C03758,HMDB00073,FALSE,[e],dopa,dopa.e.
estradiol[r],estradiol,8,C00951,HMDB00151,FALSE,[r],estradiol,estradiol.r.
estrones[c],estrone 3-sulfate(1-),8,C02538,HMDB01425,FALSE,[c],estrones,estrones.c.
gal[e],D-Galactose,8,C00984,HMDB00143,FALSE,[e],gal,gal.e.
nrpphr[e],Norepinephrine,8,C00547,HMDB00216,FALSE,[e],nrpphr,nrpphr.e.
prostge1[e],prostaglandin E1(1-),8,C04741,HMDB01442,FALSE,[e],prostge1,prostge1.e.
prostge2[e],prostaglandin E2(1-),8,C00584,HMDB01220,FALSE,[e],prostge2,prostge2.e.
hdcea[c],Hexadecenoate (n-C16:1),8,C08362,HMDB03229,FALSE,[c],hdcea,hdcea.c.
tdcoa[m],Tetradecanoyl-CoA (n-C14:0CoA),8,C02593,HMDB01521,FALSE,[m],tdcoa,tdcoa.m.
fol[c],Folate,8,C00504,HMDB00121,FALSE,[c],fol,fol.c.
gal[c],D-Galactose,8,C00984,HMDB00143,FALSE,[c],gal,gal.c.
leuktrE4[c],leukotriene E4(1-),8,C05952,HMDB02200,FALSE,[c],leuktrE4,leuktrE4.c.
glcur[c],D-glucuronate,8,C00191,HMDB00127,FALSE,[c],glcur,glcur.c.
gsn[c],Guanosine,8,C00387,HMDB00133,FALSE,[c],gsn,gsn.c.
tststerone[r],testosterone,8,C00535,HMDB00234,FALSE,[r],tststerone,tststerone.r.
xol7aone[r],7alpha-hydroxycholest-4-en-3-one,8,C05455,HMDB01993,FALSE,[r],xol7aone,xol7aone.r.
hxan[c],Hypoxanthine,8,C00262,HMDB00157,FALSE,[c],hxan,hxan.c.
thyox_L[c],L-thyroxine,8,C01829,HMDB00248,FALSE,[c],thyox_L,thyox_L.c.
leuktrC4[c],leukotriene C4(2-),8,C02166,HMDB01198,FALSE,[c],leuktrC4,leuktrC4.c.
leuktrD4[c],Leukotriene D4,8,C05951,HMDB03080,FALSE,[c],leuktrD4,leuktrD4.c.
ncam[c],Nicotinamide,8,C00153,HMDB01406,FALSE,[c],ncam,ncam.c.
r1p[c],alpha-D-Ribose 1-phosphate,8,C00620,HMDB01489,FALSE,[c],r1p,r1p.c.
thymd[c],Thymidine,8,C00214,HMDB00273,FALSE,[c],thymd,thymd.c.
pail_hs[n],1-phosphatidyl-1D-myo-inositol(1-),8,,,FALSE,[n],pail_hs,pail_hs.n.
pail45p_hs[c],"phosphatidylinositol 4,5-bisphosphate",8,,,FALSE,[c],pail45p_hs,pail45p_hs.c.
pail45p_hs[n],"phosphatidylinositol 4,5-bisphosphate",8,,,FALSE,[n],pail45p_hs,pail45p_hs.n.
pail4p_hs[n],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),8,,,FALSE,[n],pail4p_hs,pail4p_hs.n.
prostgd2[c],prostaglandin D2(1-),8,C00696,HMDB01403,FALSE,[c],prostgd2,prostgd2.c.
pnto_R[c],(R)-Pantothenate,8,C00864,HMDB00210,FALSE,[c],pnto_R,pnto_R.c.
urate[c],Urate,8,C00366,HMDB00289,FALSE,[c],urate,urate.c.
C02528[c],chenodeoxycholate,8,C02528,HMDB00518,FALSE,[c],C02528,C02528.c.
HC02202[c],prostaglandin A1(1-),8,,,FALSE,[c],HC02202,HC02202.c.
2dr1p[c],2-Deoxy-D-ribose 1-phosphate,7,C00672,HMDB01351,FALSE,[c],2dr1p,X2dr1p.c.
2mop[m],2-methyl-3-oxopropanoate,7,C00349,HMDB01172,FALSE,[m],2mop,X2mop.m.
so3[m],Sulfite,7,C00094,HMDB00240,FALSE,[m],so3,so3.m.
galgluside_hs[g],galactosyl glucosyl ceramide,7,,,FALSE,[g],galgluside_hs,galgluside_hs.g.
acac[m],acetoacetate,7,C00164,HMDB00060,FALSE,[m],acac,acac.m.
acgam[c],N-acetyl-D-glucosamine,7,C00140,HMDB00215,FALSE,[c],acgam,acgam.c.
gam6p[c],D-Glucosamine 6-phosphate,7,C00352,HMDB01254,FALSE,[c],gam6p,gam6p.c.
oaa[c],Oxaloacetate,7,C00036,HMDB00223,FALSE,[c],oaa,oaa.c.
acnam[c],N-acetylneuraminate,7,C19910,HMDB00230,FALSE,[c],acnam,acnam.c.
ibcoa[m],isobutyryl-CoA(4-),7,C00630,HMDB01243,FALSE,[m],ibcoa,ibcoa.m.
3pg[c],3-Phospho-D-glycerate,7,C00597,HMDB00807,FALSE,[c],3pg,X3pg.c.
adn[e],Adenosine,7,C00212,HMDB00050,FALSE,[e],adn,adn.e.
gtp[m],GTP,7,C00044,HMDB01273,FALSE,[m],gtp,gtp.m.
r5p[c],alpha-D-Ribose 5-phosphate,7,C03736,HMDB00618,FALSE,[c],r5p,r5p.c.
adp[x],ADP,7,C00008,HMDB01341,FALSE,[x],adp,adp.x.
ala_D[c],D-alanine,7,C00133,HMDB01310,FALSE,[c],ala_D,ala_D.c.
lald_D[c],(R)-lactaldehyde,7,C00937,HMDB06458,FALSE,[c],lald_D,lald_D.c.
Rtotal3coa[c],R total 3 Coenzyme A,7,,,FALSE,[c],Rtotal3coa,Rtotal3coa.c.
tdcoa[c],Tetradecanoyl-CoA (n-C14:0CoA),7,C02593,HMDB01521,FALSE,[c],tdcoa,tdcoa.c.
lnlncgcoa[c],gamma-linolenoyl-CoA(4-),7,C03035,HMDB06368,FALSE,[c],lnlncgcoa,lnlncgcoa.c.
lneldccoa[c],linoelaidyl coenzyme A,7,,,FALSE,[c],lneldccoa,lneldccoa.c.
oaa[m],Oxaloacetate,7,C00036,HMDB00223,FALSE,[m],oaa,oaa.m.
amp[e],AMP,7,C00020,HMDB00045,FALSE,[e],amp,amp.e.
galacglcgal14acglcgalgluside_hs[g],i-antigen,7,,,FALSE,[g],galacglcgal14acglcgalgluside_hs,galacglcgal14acglcgalgluside_hs.g.
retinal[c],retinal,7,C00376,HMDB01358,FALSE,[c],retinal,retinal.c.
btn[e],Biotin,7,C00120,HMDB00030,FALSE,[e],btn,btn.e.
prostgf2[c],prostaglandin F2alpha(1-),7,C00639,HMDB01139,FALSE,[c],prostgf2,prostgf2.c.
cholp[c],choline phosphate(1-),7,C00588,HMDB01565,FALSE,[c],cholp,cholp.c.
chsterol[e],cholesterol,7,C00187,HMDB00067,FALSE,[e],chsterol,chsterol.e.
Ser_Gly_Ala_X_Gly[l],protein-linked serine residue (glycosaminoglycan attachment site),7,,,FALSE,[l],Ser_Gly_Ala_X_Gly,Ser_Gly_Ala_X_Gly.l.
dgtp[n],dGTP,7,C00286,HMDB01440,FALSE,[n],dgtp,dgtp.n.
dctp[n],dCTP,7,C00458,HMDB00998,FALSE,[n],dctp,dctp.n.
utp[n],UTP,7,C00075,HMDB00285,FALSE,[n],utp,utp.n.
gtp[n],GTP,7,C00044,HMDB01273,FALSE,[n],gtp,gtp.n.
dcsptn1coa[x],"docosa-4,7,10,13,16-pentaenoyl coenzyme A",7,C16173,HMDB06513,FALSE,[x],dcsptn1coa,dcsptn1coa.x.
mlthf[c],"5,10-Methylenetetrahydrofolate",7,C00143,HMDB01533,FALSE,[c],mlthf,mlthf.c.
frdp[c],Farnesyl diphosphate,7,C00448,HMDB00961,FALSE,[c],frdp,frdp.c.
estrones[e],estrone 3-sulfate(1-),7,C02538,HMDB01425,FALSE,[e],estrones,estrones.e.
estrone[c],estrone,7,C00468,HMDB00145,FALSE,[c],estrone,estrone.c.
ethamp[c],O-phosphonatoethanaminium(1-),7,C00346,HMDB00224,FALSE,[c],ethamp,ethamp.c.
hista[e],histamium,7,C00388,HMDB00870,FALSE,[e],hista,hista.e.
leuktrC4[e],leukotriene C4(2-),7,C02166,HMDB01198,FALSE,[e],leuktrC4,leuktrC4.e.
pnto_R[e],(R)-Pantothenate,7,C00864,HMDB00210,FALSE,[e],pnto_R,pnto_R.e.
prostgd2[e],prostaglandin D2(1-),7,C00696,HMDB01403,FALSE,[e],prostgd2,prostgd2.e.
so4[e],sulfate,7,C00059,HMDB01448,FALSE,[e],so4,so4.e.
srtn[e],serotonin(1+),7,C00780,HMDB00259,FALSE,[e],srtn,srtn.e.
taur[e],Taurine,7,C00245,HMDB00251,FALSE,[e],taur,taur.e.
thyox_L[e],L-thyroxine,7,C01829,HMDB00248,FALSE,[e],thyox_L,thyox_L.e.
triodthy[e],"3,3',5-triiodo-L-thyronine",7,C02465,HMDB00265,FALSE,[e],triodthy,triodthy.e.
lnlc[c],linoleate,7,C01595,HMDB00673,FALSE,[c],lnlc,lnlc.c.
strdnc[c],"stearidonic acid C18:4, n-3",7,C16300,HMDB06547,FALSE,[c],strdnc,strdnc.c.
1pyr5c[m],1-Pyrroline-5-carboxylate,7,C04322,HMDB01301,FALSE,[m],1pyr5c,X1pyr5c.m.
mlthf[m],"5,10-Methylenetetrahydrofolate",7,C00143,HMDB01533,FALSE,[m],mlthf,mlthf.m.
5oxpro[c],5-oxoprolinate,7,C01879,HMDB00267,FALSE,[c],5oxpro,X5oxpro.c.
leuktrF4[c],leukotriene F4,7,C06462,HMDB06465,FALSE,[c],leuktrF4,leuktrF4.c.
ru5p_D[c],D-ribulose 5-phosphate(2-),7,C00199,HMDB00618,FALSE,[c],ru5p_D,ru5p_D.c.
xan[c],Xanthine,7,C00385,HMDB00292,FALSE,[c],xan,xan.c.
h2o2[n],Hydrogen peroxide,7,C00027,HMDB03125,FALSE,[n],h2o2,h2o2.n.
andrstndn[r],"androst-4-ene-3,17-dione",7,C00280,HMDB00053,FALSE,[r],andrstndn,andrstndn.r.
ump[r],UMP,7,C00105,HMDB00288,FALSE,[r],ump,ump.r.
ump[g],UMP,7,C00105,HMDB00288,FALSE,[g],ump,ump.g.
nicrnt[c],Nicotinate D-ribonucleotide,7,C01185,HMDB01132,FALSE,[c],nicrnt,nicrnt.c.
ptrc[c],Putrescine,7,C00134,HMDB01414,FALSE,[c],ptrc,ptrc.c.
pail4p_hs[c],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),7,,,FALSE,[c],pail4p_hs,pail4p_hs.c.
pydx5p[c],Pyridoxal 5'-phosphate,7,C00018,HMDB01491,FALSE,[c],pydx5p,pydx5p.c.
prostgh2[e],prostaglandin H2(1-),7,C00427,HMDB01381,FALSE,[e],prostgh2,prostgh2.e.
prostgi2[e],prostaglandin I2(1-),7,C01312,HMDB01335,FALSE,[e],prostgi2,prostgi2.e.
prostgi2[c],prostaglandin I2(1-),7,C01312,HMDB01335,FALSE,[c],prostgi2,prostgi2.c.
ump[n],UMP,7,C00105,HMDB00288,FALSE,[n],ump,ump.n.
dcholcoa[c],chenodeoxycholoyl coenzyme a,7,C05337,HMDB06292,FALSE,[c],dcholcoa,dcholcoa.c.
lnlncgcoa[r],gamma-linolenoyl-CoA(4-),7,C03035,HMDB06368,FALSE,[r],lnlncgcoa,lnlncgcoa.r.
HC02191[c],lithocholate,7,C03990,HMDB00761,FALSE,[c],HC02191,HC02191.c.
HC02203[c],prostaglandin-a2,7,,,FALSE,[c],HC02203,HC02203.c.
HC02205[c],prostaglandin-b2,7,,,FALSE,[c],HC02205,HC02205.c.
HC02206[c],prostaglandin C1(1-),7,,,FALSE,[c],HC02206,HC02206.c.
HC02207[c],prostaglandin-c2,7,,,FALSE,[c],HC02207,HC02207.c.
oxa[m],oxalate(2-),7,C00209,HMDB02329,FALSE,[m],oxa,oxa.m.
25hvitd3[m],calcidiol,6,C01561,HMDB03550,FALSE,[m],25hvitd3,X25hvitd3.m.
b2coa[m],crotonoyl-CoA(4-),6,C00877,HMDB02009,FALSE,[m],b2coa,b2coa.m.
adrnl[c],Adrenaline,6,C00788,HMDB00068,FALSE,[c],adrnl,adrnl.c.
5adtststerone[c],17beta-hydroxy-5alpha-androstan-3-one,6,C03917,HMDB02961,FALSE,[c],5adtststerone,X5adtststerone.c.
man6p[c],D-Mannose 6-phosphate,6,C00275,HMDB01078,FALSE,[c],man6p,man6p.c.
ivcoa[m],Isovaleryl-CoA,6,C02939,HMDB01113,FALSE,[m],ivcoa,ivcoa.m.
cholcoads[x],"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA",6,C05460,HMDB06889,FALSE,[x],cholcoads,cholcoads.x.
acrn[c],O-acetylcarnitine,6,C02571,HMDB00201,FALSE,[c],acrn,acrn.c.
melatn[c],melatonin,6,C01598,HMDB01389,FALSE,[c],melatn,melatn.c.
ins[e],Inosine,6,C00294,HMDB00195,FALSE,[e],ins,ins.e.
ade[c],Adenine,6,C00147,HMDB00034,FALSE,[c],ade,ade.c.
akg[x],2-Oxoglutarate,6,C00026,HMDB00208,FALSE,[x],akg,akg.x.
xoltriol[c],"5beta-cholestane-3alpha,7alpha,12alpha-triol",6,C05454,HMDB01457,FALSE,[c],xoltriol,xoltriol.c.
meoh[c],methanol,6,C00132,HMDB01875,FALSE,[c],meoh,meoh.c.
andrstrn[r],androsterone,6,C00523,HMDB00031,FALSE,[r],andrstrn,andrstrn.r.
arachdcoa[x],arachidonoyl-CoA(4-),6,C02249,HMDB06523,FALSE,[x],arachdcoa,arachdcoa.x.
R1coa_hs[c],R group 1 Coenzyme A,6,,,FALSE,[c],R1coa_hs,R1coa_hs.c.
strdnccoa[c],stearidonyl coenzyme A,6,C16163,HMDB06519,FALSE,[c],strdnccoa,strdnccoa.c.
tmndnccoa[c],timnodonyl coenzyme A,6,,HMDB06514,FALSE,[c],tmndnccoa,tmndnccoa.c.
vacccoa[c],vaccenyl coenzyme A,6,,HMDB06521,FALSE,[c],vacccoa,vacccoa.c.
od2coa[c],trans-Octadec-2-enoyl-CoA,6,C16218,HMDB06529,FALSE,[c],od2coa,od2coa.c.
ascb_L[e],L-ascorbate,6,C00072,HMDB00044,FALSE,[e],ascb_L,ascb_L.e.
cholcoa[x],choloyl-CoA(4-),6,C01794,HMDB01374,FALSE,[x],cholcoa,cholcoa.x.
taur[x],Taurine,6,C00245,HMDB00251,FALSE,[x],taur,taur.x.
dcholcoa[x],chenodeoxycholoyl coenzyme a,6,C05337,HMDB06292,FALSE,[x],dcholcoa,dcholcoa.x.
m2emgacpail_hs[r],"(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)",6,,,FALSE,[r],m2emgacpail_hs,m2emgacpail_hs.r.
g6p[r],D-Glucose 6-phosphate,6,C00092,HMDB01401,FALSE,[r],g6p,g6p.r.
chsterol[m],cholesterol,6,C00187,HMDB00067,FALSE,[m],chsterol,chsterol.m.
i[c],iodide,6,C00708,HMDB12238,FALSE,[c],i,i.c.
ctp[n],CTP,6,C00063,HMDB00082,FALSE,[n],ctp,ctp.n.
ppi[n],Diphosphate,6,C00013,HMDB00250,FALSE,[n],ppi,ppi.n.
co2[e],carbon dioxide,6,C00011,HMDB01967,FALSE,[e],co2,co2.e.
ura[c],uracil,6,C00106,HMDB00300,FALSE,[c],ura,ura.c.
dadp[n],dADP,6,C00206,HMDB01508,FALSE,[n],dadp,dadp.n.
dad_2[c],2-deoxyadenosine,6,C00559,HMDB00101,FALSE,[c],dad_2,dad_2.c.
dgchol[c],glycochenodeoxycholate,6,C05466,HMDB00637,FALSE,[c],dgchol,dgchol.c.
dgsn[c],Deoxyguanosine,6,C00330,HMDB00085,FALSE,[c],dgsn,dgsn.c.
dheas[e],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),6,C04555,HMDB01032,FALSE,[e],dheas,dheas.e.
dhbpt[c],"6,7-dihydrobiopterin",6,C02953,HMDB00038,FALSE,[c],dhbpt,dhbpt.c.
dump[m],dUMP,6,C00365,HMDB01409,FALSE,[m],dump,dump.m.
m7masnA[g],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",6,,,FALSE,[g],m7masnA,m7masnA.g.
leuktrA4[e],leukotriene A4(1-),6,C00909,HMDB01337,FALSE,[e],leuktrA4,leuktrA4.e.
leuktrB4[e],leukotriene B4(1-),6,C02165,HMDB01085,FALSE,[e],leuktrB4,leuktrB4.e.
leuktrD4[e],Leukotriene D4,6,C05951,HMDB03080,FALSE,[e],leuktrD4,leuktrD4.e.
leuktrE4[e],leukotriene E4(1-),6,C05952,HMDB02200,FALSE,[e],leuktrE4,leuktrE4.e.
leuktrF4[e],leukotriene F4,6,C06462,HMDB06465,FALSE,[e],leuktrF4,leuktrF4.e.
malt[e],Maltose,6,C00208,HMDB00163,FALSE,[e],malt,malt.e.
prostgf2[e],prostaglandin F2alpha(1-),6,C00639,HMDB01139,FALSE,[e],prostgf2,prostgf2.e.
occoa[c],Octanoyl-CoA (n-C8:0CoA),6,C01944,HMDB01070,FALSE,[c],occoa,occoa.c.
lnlccoa[m],linoleic coenzyme A,6,C02050,HMDB01064,FALSE,[m],lnlccoa,lnlccoa.m.
glyc3p[m],Glycerol 3-phosphate,6,C00093,HMDB00126,FALSE,[m],glyc3p,glyc3p.m.
h2o2[l],Hydrogen peroxide,6,C00027,HMDB03125,FALSE,[l],h2o2,h2o2.l.
em2emgacpail_hs[r],"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)",6,,,FALSE,[r],em2emgacpail_hs,em2emgacpail_hs.r.
leuktrB4[r],leukotriene B4(1-),6,C02165,HMDB01085,FALSE,[r],leuktrB4,leuktrB4.r.
lpchol_hs[c],lysophosphatidylcholine,6,,,FALSE,[c],lpchol_hs,lpchol_hs.c.
man[r],D-Mannose,6,C00159,HMDB00169,FALSE,[r],man,man.r.
mi1p_D[c],1D-myo-inositol 1-phosphate(2-),6,C01177,HMDB02985,FALSE,[c],mi1p_D,mi1p_D.c.
pan4p[c],Pantetheine 4'-phosphate,6,C01134,HMDB01416,FALSE,[c],pan4p,pan4p.c.
pristcoa[x],pristanoyl coa,6,,,FALSE,[x],pristcoa,pristcoa.x.
thbpt4acam[c],4a-hydroxytetrahydrobiopterin,6,C15522,HMDB02281,FALSE,[c],thbpt4acam,thbpt4acam.c.
pail34p_hs[n],"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)",6,,,FALSE,[n],pail34p_hs,pail34p_hs.n.
pail5p_hs[c],1-phosphatidyl-1D-myo-inositol 5-phosphate(3-),6,,,FALSE,[c],pail5p_hs,pail5p_hs.c.
pydx[c],Pyridoxal,6,C00250,HMDB01545,FALSE,[c],pydx,pydx.c.
retn[r],all-trans-retinoate,6,C00777,HMDB01852,FALSE,[r],retn,retn.r.
13_cis_retn[r],13-cis-retinoate,6,D00348,HMDB06219,FALSE,[r],13_cis_retn,X13_cis_retn.r.
sbt_D[c],D-glucitol,6,C00794,HMDB00247,FALSE,[c],sbt_D,sbt_D.c.
nadph[n],Nicotinamide adenine dinucleotide phosphate - reduced,6,C00005,HMDB00221,FALSE,[n],nadph,nadph.n.
nadp[n],Nicotinamide adenine dinucleotide phosphate,6,C00006,HMDB00217,FALSE,[n],nadp,nadp.n.
trdrd[m],Reduced thioredoxin,6,C00342,,FALSE,[m],trdrd,trdrd.m.
vitd3[c],calciol,6,C05443,HMDB00876,FALSE,[c],vitd3,vitd3.c.
pmtcoa[r],Palmitoyl-CoA (n-C16:0CoA),6,C00154,HMDB01338,FALSE,[r],pmtcoa,pmtcoa.r.
cholcoa[c],choloyl-CoA(4-),6,C01794,HMDB01374,FALSE,[c],cholcoa,cholcoa.c.
ddcacoa[m],Dodecanoyl-CoA (n-C12:0CoA),6,C01832,HMDB03571,FALSE,[m],ddcacoa,ddcacoa.m.
dcacoa[m],Decanoyl-CoA (n-C10:0CoA),6,C05274,HMDB06404,FALSE,[m],dcacoa,dcacoa.m.
dc2coa[m],trans-Dec-2-enoyl-CoA,6,C05275,HMDB03948,FALSE,[m],dc2coa,dc2coa.m.
C02528[e],chenodeoxycholate,6,C02528,HMDB00518,FALSE,[e],C02528,C02528.e.
HC02192[e],taurolithocholate,6,C02592,HMDB00722,FALSE,[e],HC02192,HC02192.e.
HC02192[c],taurolithocholate,6,C02592,HMDB00722,FALSE,[c],HC02192,HC02192.c.
HC02193[e],glycolithocholate,6,C15557,HMDB00698,FALSE,[e],HC02193,HC02193.e.
HC02193[c],glycolithocholate,6,C15557,HMDB00698,FALSE,[c],HC02193,HC02193.c.
HC02195[e],tauroursodeoxycholate,6,,,FALSE,[e],HC02195,HC02195.e.
HC02196[e],glycoursodeoxycholate,6,,,FALSE,[e],HC02196,HC02196.e.
HC02198[e],"2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate",6,C03642,HMDB02580,FALSE,[e],HC02198,HC02198.e.
